,Zipcode,FoodStamp,WithHealthCoverage,WithPrivateInsurance,Withpubliccoverage,Nohealthinsurancecoverage,BelowPovertyLevel
6623,23187,9999999.99,100.0,100.0,0.0,0.0,9999999.99
6624,23188,3.3,92.5,90.7,3.7,7.5,1.6
6625,23192,6.3,95.6,93.1,6.3,4.4,2.7
6626,23219,26.8,90.4,83.0,9.6,9.6,17.0
6627,23220,12.2,82.1,79.5,4.0,17.9,3.7
6628,23221,3.6,87.7,86.7,1.8,12.3,1.7
6629,23222,27.6,79.0,69.5,13.1,21.0,3.5
6630,23223,20.9,83.0,77.9,8.0,17.0,2.6
6631,23224,28.6,66.9,57.0,11.6,33.1,3.4
6632,23225,12.3,76.4,70.2,8.5,23.6,2.9
6633,23226,2.1,90.6,89.7,1.2,9.4,0.7
6634,23227,11.8,81.2,77.4,5.8,18.8,3.2
6635,23228,11.6,76.3,72.9,4.6,23.7,2.7
6636,23229,7.2,85.9,84.9,2.5,14.1,2.4
6637,23230,6.0,82.3,79.3,3.2,17.7,3.2
6638,23231,14.6,88.7,85.4,6.2,11.3,2.4
6639,23233,2.2,91.6,91.0,1.7,8.4,1.6
6640,23234,16.4,75.3,71.1,7.8,24.7,2.0
6641,23235,4.9,90.9,90.0,1.9,9.1,2.1
6642,23236,6.6,90.4,88.4,3.7,9.6,2.2
6643,23237,11.5,79.2,77.6,3.7,20.8,2.7
6644,23238,5.2,89.7,88.4,2.2,10.3,1.9
6645,23250,9999999.99,9999999.99,9999999.99,9999999.99,9999999.99,9999999.99
6646,23294,9.0,85.3,83.6,3.7,14.7,2.7
6647,23301,13.2,76.3,76.0,0.2,23.8,10.7
6648,23302,80.8,3.3,3.3,0.0,96.7,38.6
6649,23303,0.0,81.7,81.7,0.0,18.3,7.2
6650,23304,0.0,100.0,100.0,0.0,0.0,35.7
6651,23306,9.4,90.1,90.1,1.1,9.9,7.1
6652,23307,2.7,91.0,91.0,0.0,9.0,14.2
6653,23308,20.1,73.1,69.7,4.2,26.9,6.6
6654,23310,18.1,63.2,60.3,3.8,36.8,6.8
6655,23313,35.3,56.3,37.5,18.8,43.8,38.6
6656,23314,3.7,85.6,82.8,6.4,14.4,1.9
6657,23315,6.5,88.9,87.9,1.1,11.1,7.2
6658,23316,33.3,56.2,50.6,15.7,43.8,24.3
6659,23320,5.4,90.5,88.3,6.6,9.5,1.3
6660,23321,9.1,91.0,89.0,5.0,9.0,2.1
6661,23322,3.3,93.7,92.7,4.5,6.3,1.2
6662,23323,8.2,88.0,84.6,7.6,12.0,2.0
6663,23324,26.4,72.9,64.3,11.5,27.1,3.3
6664,23325,9.2,86.2,83.8,4.3,13.8,3.1
6665,23336,4.6,85.5,84.7,1.9,14.5,4.3
6666,23337,11.6,81.4,64.7,16.7,18.6,27.3
6667,23347,1.9,52.3,52.3,0.0,47.7,16.0
6668,23350,20.5,64.9,58.4,8.0,35.1,7.7
6669,23354,0.0,50.3,50.3,0.0,49.7,33.2
6670,23356,3.5,84.3,76.0,8.3,15.7,11.5
6671,23357,6.9,58.7,41.3,17.4,41.3,22.9
6672,23358,0.0,9999999.99,9999999.99,9999999.99,9999999.99,100.0
6673,23359,34.6,71.4,69.3,2.0,28.6,9.6
6674,23389,0.0,9999999.99,9999999.99,9999999.99,9999999.99,33.2
6675,23395,11.5,100.0,100.0,0.0,0.0,25.7
6676,23398,0.0,9999999.99,9999999.99,9999999.99,9999999.99,71.9
6677,23401,66.7,93.8,87.5,6.3,6.3,31.2
6678,23405,6.4,82.6,82.6,0.0,17.4,12.1
6679,23407,4.5,75.0,75.0,0.0,25.0,26.9
6680,23408,0.0,9999999.99,9999999.99,9999999.99,9999999.99,56.2
6681,23409,0.0,0.0,0.0,0.0,100.0,64.7
6682,23410,22.2,74.5,74.5,0.0,25.5,12.3
6683,23413,10.8,82.4,80.0,3.3,17.6,2.9
6684,23414,0.0,100.0,100.0,0.0,0.0,48.1
6685,23415,15.6,91.5,86.5,7.8,8.5,15.1
6686,23416,34.4,100.0,100.0,0.0,0.0,38.2
6687,23417,15.2,87.5,81.8,10.3,12.5,6.7
6688,23418,12.5,91.0,91.0,1.1,9.0,8.8
6689,23420,27.3,72.2,68.5,4.1,27.8,9.2
6690,23421,17.2,69.9,69.2,0.9,30.1,6.7
6691,23422,0.0,100.0,100.0,0.0,0.0,32.7
6692,23423,11.2,24.3,24.3,0.0,75.7,13.1
6693,23426,18.7,88.1,88.1,0.0,11.9,19.8
6694,23427,16.9,70.1,64.2,9.0,29.9,8.4
6695,23430,13.8,88.3,87.1,5.3,11.7,2.6
6696,23432,11.9,94.7,94.7,1.5,5.3,12.2
6697,23433,6.8,88.3,88.3,2.6,11.7,4.0
6698,23434,20.1,85.0,80.7,7.7,15.0,1.8
6699,23435,4.5,90.2,88.5,5.2,9.8,1.1
6700,23436,5.3,97.0,97.0,3.6,3.0,2.5
6701,23437,10.1,84.5,84.3,4.3,15.5,4.8
6702,23438,9.8,90.1,90.1,5.4,9.9,4.3
6703,23440,6.4,59.8,59.8,0.0,40.2,12.9
6704,23441,26.8,59.3,59.3,0.0,40.7,54.2
6705,23442,13.5,63.9,56.7,7.2,36.1,6.8
6706,23451,6.0,85.6,84.1,2.4,14.4,2.0
6707,23452,8.0,83.8,80.8,5.6,16.2,1.3
6708,23453,10.2,87.8,85.2,6.7,12.2,1.7
6709,23454,6.2,88.5,87.2,5.0,11.5,1.9
6710,23455,5.8,87.7,86.7,3.6,12.3,1.4
6711,23456,1.7,91.5,90.7,4.2,8.5,0.7
6712,23457,4.2,94.5,92.0,4.6,5.5,1.9
6713,23459,3.2,100.0,100.0,8.4,0.0,9.3
6714,23460,9999999.99,9999999.99,9999999.99,9999999.99,9999999.99,9999999.99
6715,23461,9999999.99,9999999.99,9999999.99,9999999.99,9999999.99,9999999.99
6716,23462,8.3,82.8,81.0,4.4,17.2,1.9
6717,23464,6.7,88.9,87.4,3.9,11.1,1.3
6718,23480,0.0,78.3,78.3,0.0,21.7,23.4
6719,23486,11.0,0.0,0.0,0.0,100.0,36.7
6720,23487,20.9,82.5,79.6,4.8,17.5,5.1
6721,23488,0.0,100.0,100.0,0.0,0.0,100.0
6722,23502,15.4,75.3,70.5,7.6,24.7,3.0
6723,23503,12.5,77.3,73.9,5.6,22.7,2.1
6724,23504,35.8,72.5,63.5,11.1,27.5,3.8
6725,23505,12.7,82.0,78.6,6.7,18.0,3.1
6726,23507,3.9,91.7,90.9,2.4,8.3,3.7
6727,23508,9.6,85.4,82.4,4.4,14.6,3.0
6728,23509,15.7,79.2,72.9,10.4,20.8,4.2
6729,23510,17.6,90.1,82.6,8.6,9.9,6.4
6730,23511,3.1,93.8,93.8,0.0,6.3,16.6
6731,23513,21.7,76.9,72.0,8.0,23.1,3.1
6732,23517,14.7,80.7,77.2,4.6,19.3,8.6
6733,23518,12.7,78.4,74.2,7.0,21.6,2.6
6734,23523,45.1,80.5,71.3,12.5,19.5,8.5
6735,23551,9999999.99,9999999.99,9999999.99,9999999.99,9999999.99,9999999.99
6736,23601,13.3,83.4,79.1,8.1,16.6,2.9
6737,23602,10.6,86.8,83.6,6.8,13.2,1.5
6738,23603,14.3,85.3,83.7,5.0,14.7,6.9
6739,23604,3.7,100.0,96.8,4.9,0.0,8.0
6740,23605,16.5,79.9,72.2,11.6,20.1,4.6
6741,23606,7.0,83.4,81.4,3.8,16.6,2.0
6742,23607,35.1,78.9,70.1,11.6,21.1,4.4
6743,23608,12.1,80.4,77.2,7.3,19.6,1.8
6744,23651,0.0,100.0,100.0,0.0,0.0,22.8
6745,23661,14.3,80.2,75.6,9.7,19.8,3.9
6746,23662,2.9,90.3,89.3,2.8,9.7,2.2
6747,23663,20.4,79.8,72.0,13.0,20.2,6.4
6748,23664,6.0,86.4,84.9,3.3,13.6,2.8
6749,23665,2.6,100.0,96.4,3.6,0.0,3.1
6750,23666,8.8,82.8,80.9,6.0,17.2,1.9
6751,23669,16.3,85.6,80.5,8.4,14.4,1.9
6752,23690,25.8,85.8,77.5,13.0,14.2,10.9
6753,23691,0.0,100.0,100.0,0.0,0.0,43.7
6754,23692,1.8,94.0,93.0,3.8,6.0,2.1
6755,23693,2.0,91.0,90.7,4.8,9.0,1.1
6756,23696,0.0,91.9,89.3,3.4,8.1,1.9
6757,23701,11.4,86.2,82.9,5.9,13.8,2.6
6758,23702,21.5,83.1,71.8,12.6,16.9,4.5
6759,23703,10.7,86.1,83.3,5.8,13.9,2.4
6760,23704,28.1,81.4,73.0,11.0,18.6,4.5
6761,23707,19.2,80.6,76.0,6.3,19.4,3.8
6762,23708,9999999.99,9999999.99,9999999.99,9999999.99,9999999.99,9999999.99
6763,23709,9999999.99,9999999.99,9999999.99,9999999.99,9999999.99,9999999.99
6764,23801,4.0,88.1,87.5,3.3,11.9,4.3
6765,23803,25.6,80.2,76.6,7.4,19.8,2.6
6766,23805,13.9,87.1,85.2,6.5,12.9,2.9
6767,23806,9999999.99,75.9,65.1,11.8,24.1,9999999.99
6768,23821,24.2,79.1,76.7,4.7,20.9,8.6
6769,23824,28.3,76.7,72.6,11.9,23.3,7.4
6770,23827,27.3,79.1,71.7,11.0,20.9,8.9
6771,23828,26.4,83.0,83.0,2.2,17.0,14.3
6772,23829,5.1,95.9,62.4,34.0,4.1,10.0
6773,23830,15.4,77.9,77.9,0.8,22.1,8.8
6774,23831,10.3,84.5,82.8,5.1,15.5,1.6
6775,23832,6.4,90.1,88.9,3.1,9.9,1.8
6776,23833,10.0,95.1,82.4,14.6,4.9,4.7
6777,23834,9.7,86.7,84.2,5.0,13.3,2.5
6778,23836,6.5,95.9,95.4,8.1,4.1,1.7
6779,23837,23.6,80.7,75.8,6.0,19.3,5.3
6780,23838,4.5,94.6,92.3,4.0,5.4,2.1
6781,23839,11.6,82.4,79.1,7.4,17.6,4.9
6782,23840,13.9,83.1,76.9,6.3,16.9,11.6
6783,23841,23.8,88.5,88.5,1.4,11.5,6.3
6784,23842,9.2,91.3,88.9,5.0,8.7,5.9
6785,23843,16.9,87.9,79.1,8.8,12.1,15.5
6786,23844,29.9,88.7,77.3,11.3,11.3,17.0
6787,23845,25.5,81.3,64.6,16.7,18.8,19.1
6788,23846,3.4,100.0,100.0,4.5,0.0,11.8
6789,23847,29.4,81.6,77.4,7.2,18.4,3.9
6790,23850,20.4,85.5,85.5,0.0,14.5,12.2
6791,23851,27.1,79.0,74.3,8.8,21.0,3.7
6792,23856,18.8,67.9,67.9,1.4,32.1,9.1
6793,23857,21.6,76.3,45.8,33.7,23.7,18.6
6794,23860,20.1,80.6,76.9,6.6,19.4,3.0
6795,23866,6.8,87.7,84.8,6.9,12.3,5.1
6796,23867,27.0,88.8,88.5,1.8,11.2,5.8
6797,23868,35.7,83.4,78.0,6.8,16.6,6.5
6798,23872,17.4,80.0,77.8,2.9,20.0,9.7
6799,23874,9.0,62.6,62.2,1.0,37.4,8.7
6800,23875,9.6,88.2,85.7,7.8,11.8,4.6
6801,23876,10.1,97.2,94.9,4.7,2.8,12.4
6802,23878,4.1,80.1,80.1,0.0,19.9,3.1
6803,23879,26.4,100.0,99.0,5.1,0.0,4.5
6804,23881,30.0,86.9,81.0,6.8,13.1,12.5
6805,23882,13.1,90.3,88.7,12.6,9.7,4.5
6806,23883,11.3,90.6,87.0,6.5,9.4,3.7
6807,23884,0.0,9999999.99,9999999.99,9999999.99,9999999.99,100.0
6808,23885,3.9,89.7,88.2,4.4,10.3,3.8
6809,23887,10.2,100.0,100.0,0.0,0.0,24.3
6810,23888,18.5,81.5,81.2,2.3,18.5,6.0
6811,23889,11.1,52.2,52.2,3.9,47.8,30.3
6812,23890,17.3,88.4,63.9,27.5,11.6,5.3
6813,23891,0.0,9999999.99,9999999.99,9999999.99,9999999.99,9999999.99
6814,23893,3.2,81.0,81.0,0.0,19.0,34.1
6815,23894,0.0,100.0,100.0,0.0,0.0,19.8
6816,23897,14.3,89.8,89.8,0.0,10.2,17.0
6817,23898,1.7,93.1,92.4,6.0,6.9,3.0
6818,23899,8.4,83.0,83.0,1.9,17.0,8.2
6819,23901,19.5,82.4,76.9,6.8,17.6,5.3
6820,23909,9999999.99,97.6,95.9,1.6,2.4,9999999.99
6821,23915,0.0,97.9,60.7,37.2,2.1,18.5
6822,23917,18.9,79.3,78.5,4.0,20.7,10.4
