,Zipcode,FoodStamp,WithHealthCoverage,WithPrivateInsurance,Withpubliccoverage,Nohealthinsurancecoverage,BelowPovertyLevel
13710,40865,9.8,100.0,88.1,17.6,0.0,12.8
13711,40868,21.5,56.1,49.4,6.7,43.9,17.2
13712,40870,6.1,89.4,89.4,6.4,10.6,11.3
13713,40873,27.7,79.4,75.0,5.8,20.6,12.4
13714,40874,30.5,100.0,100.0,0.0,0.0,14.3
13715,40902,32.8,69.5,64.5,5.1,30.5,17.0
13716,40903,24.8,72.7,72.7,0.0,27.3,14.9
13717,40906,34.8,80.4,72.9,8.0,19.6,6.5
13718,40913,32.9,90.2,75.4,14.8,9.8,31.2
13719,40914,27.7,76.4,76.4,0.0,23.6,18.9
13720,40915,18.6,98.0,98.0,0.0,2.0,17.5
13721,40921,46.1,90.1,62.2,27.9,9.9,20.9
13722,40923,58.2,79.2,69.1,18.1,20.8,23.8
13723,40927,28.7,59.6,46.2,13.5,40.4,18.0
13724,40935,45.6,70.4,58.6,13.9,29.6,10.8
13725,40939,38.1,100.0,100.0,46.9,0.0,73.6
13726,40940,37.0,60.9,60.9,0.0,39.1,27.6
13727,40941,52.5,100.0,0.0,100.0,0.0,52.9
13728,40943,25.6,83.7,68.4,15.3,16.3,21.5
13729,40946,26.3,49.2,49.2,0.0,50.8,23.0
13730,40949,21.0,47.4,33.8,13.6,52.6,20.0
13731,40953,41.2,75.8,69.1,6.7,24.2,14.8
13732,40958,24.3,22.0,22.0,22.0,78.0,20.9
13733,40962,34.6,82.9,75.5,9.2,17.1,4.1
13734,40964,17.2,0.0,0.0,0.0,100.0,54.9
13735,40965,33.3,78.4,71.1,8.9,21.6,5.1
13736,40972,38.3,89.1,86.5,2.6,10.9,13.4
13737,40977,29.9,81.7,72.6,9.7,18.3,4.7
13738,40979,7.7,100.0,100.0,0.0,0.0,44.1
13739,40982,49.2,81.7,61.5,24.8,18.3,25.0
13740,40983,71.4,100.0,79.6,20.4,0.0,34.2
13741,40988,34.1,85.9,85.9,9.6,14.1,13.8
13742,40995,68.8,100.0,100.0,0.0,0.0,54.2
13743,40997,51.5,0.0,0.0,0.0,100.0,31.4
13744,41001,6.0,89.1,87.5,3.2,10.9,2.5
13745,41002,17.3,85.6,83.6,4.1,14.4,6.8
13746,41003,15.4,83.5,75.5,8.0,16.5,6.4
13747,41004,18.2,89.1,85.5,8.9,10.9,5.2
13748,41005,9.7,92.3,90.9,3.3,7.7,2.7
13749,41006,8.7,89.0,87.0,2.5,11.0,3.3
13750,41007,6.4,95.6,93.5,6.6,4.4,3.8
13751,41008,26.0,77.3,73.4,4.9,22.7,6.6
13752,41010,15.2,81.8,78.0,4.2,18.2,6.3
13753,41011,20.4,80.9,75.4,7.7,19.1,2.8
13754,41014,28.3,76.6,70.2,9.5,23.4,7.1
13755,41015,13.6,85.1,83.3,5.0,14.9,2.7
13756,41016,16.3,80.3,76.7,5.4,19.7,6.7
13757,41017,6.8,91.9,90.4,3.9,8.1,1.4
13758,41018,13.8,82.0,78.0,6.0,18.0,3.0
13759,41030,19.3,90.3,85.6,6.3,9.7,7.5
13760,41031,16.2,82.5,77.6,7.3,17.5,3.6
13761,41033,13.4,89.7,89.7,3.8,10.3,11.4
13762,41034,8.4,91.0,88.1,8.2,9.0,7.9
13763,41035,21.4,82.7,79.2,5.9,17.3,3.0
13764,41039,23.3,74.6,70.1,7.0,25.4,9.0
13765,41040,15.6,90.3,86.8,6.8,9.7,4.7
13766,41041,21.3,79.4,74.1,7.0,20.6,5.6
13767,41042,9.0,87.7,85.5,4.8,12.3,1.7
13768,41043,5.2,94.7,87.9,10.0,5.3,4.4
13769,41044,22.4,87.8,80.4,7.3,12.2,6.7
13770,41045,20.7,80.8,79.7,1.1,19.2,8.9
13771,41046,22.8,76.1,64.2,12.5,23.9,8.4
13772,41048,7.0,91.1,89.1,4.1,8.9,3.4
13773,41049,25.7,75.0,71.9,3.9,25.0,8.7
13774,41051,8.4,92.1,90.8,3.1,7.9,2.0
13775,41052,0.0,100.0,100.0,0.0,0.0,60.7
13776,41055,10.8,87.7,85.0,7.1,12.3,9.0
13777,41056,19.6,83.6,77.1,9.4,16.4,3.4
13778,41059,6.2,93.5,92.2,2.2,6.5,5.3
13779,41062,0.0,100.0,100.0,46.7,0.0,79.0
13780,41063,7.8,92.2,91.4,3.6,7.8,4.2
13781,41064,17.3,79.9,77.1,4.0,20.1,6.2
13782,41071,17.3,76.6,72.4,6.9,23.4,3.4
13783,41073,9.7,86.7,83.1,7.5,13.3,3.6
13784,41074,24.3,80.8,77.5,4.6,19.2,5.5
13785,41075,6.5,94.4,92.4,3.0,5.6,2.2
13786,41076,4.1,92.0,90.4,3.8,8.0,2.4
13787,41080,5.9,81.9,76.4,5.5,18.1,3.6
13788,41083,13.7,89.2,88.0,1.6,10.8,10.2
13789,41085,39.6,74.4,67.4,10.3,25.6,16.5
13790,41086,16.0,83.2,82.0,5.5,16.8,9.6
13791,41091,3.4,94.1,93.2,2.3,5.9,1.6
13792,41092,9.7,88.5,87.1,1.7,11.5,4.6
13793,41093,17.6,74.7,65.6,11.5,25.3,7.8
13794,41094,7.0,94.5,91.9,4.4,5.5,3.4
13795,41095,14.4,82.8,80.1,2.8,17.2,6.1
13796,41097,21.5,86.0,82.6,5.9,14.0,6.7
13797,41098,21.6,76.4,76.1,2.5,23.6,6.0
13798,41099,9999999.99,83.8,83.8,0.0,16.2,9999999.99
13799,41101,27.2,77.3,68.6,10.3,22.7,3.5
13800,41102,12.5,84.9,79.8,8.1,15.1,3.4
13801,41121,4.6,87.1,81.6,5.4,12.9,6.0
13802,41124,32.5,68.2,62.7,6.2,31.8,8.6
13803,41129,14.3,90.6,88.1,5.8,9.4,3.6
13804,41132,18.4,75.4,75.4,0.0,24.6,26.6
13805,41135,31.0,86.4,86.4,0.0,13.6,24.1
13806,41139,10.2,78.6,77.1,2.0,21.4,4.5
13807,41141,30.7,76.8,69.5,14.6,23.2,10.7
13808,41142,0.0,100.0,100.0,0.0,0.0,57.9
13809,41143,18.2,80.7,77.3,6.3,19.3,4.1
13810,41144,21.7,78.6,74.8,5.9,21.4,4.1
13811,41146,40.8,79.1,79.1,0.0,20.9,23.9
13812,41149,38.3,86.7,86.7,0.0,13.3,6.6
13813,41159,35.2,92.3,55.8,36.5,7.7,21.4
13814,41164,22.7,79.3,70.9,9.6,20.7,3.3
13815,41166,36.2,75.5,62.3,13.2,24.5,21.7
13816,41168,7.4,84.5,84.5,0.0,15.5,4.6
13817,41169,13.6,83.5,79.7,4.7,16.5,3.1
13818,41171,33.3,82.9,76.9,8.1,17.1,7.4
13819,41174,23.8,71.3,71.3,0.0,28.7,15.3
13820,41175,15.6,81.3,77.4,6.2,18.7,4.3
13821,41179,32.1,78.8,71.6,8.6,21.2,5.5
13822,41180,26.5,57.4,49.7,9.8,42.6,10.3
13823,41183,10.9,88.0,83.4,5.8,12.0,6.6
13824,41189,14.1,80.4,77.9,6.0,19.6,9.0
13825,41201,39.6,62.4,44.0,18.3,37.6,25.7
13826,41203,39.4,49.2,49.2,0.0,50.8,24.9
13827,41204,10.6,54.4,54.4,5.0,45.6,14.8
13828,41214,3.8,31.0,31.0,0.0,69.0,31.4
13829,41216,29.1,60.8,53.2,12.3,39.2,16.2
13830,41219,29.1,79.2,75.1,4.2,20.8,11.5
13831,41222,25.1,81.9,77.7,11.1,18.1,10.1
13832,41224,33.8,83.5,83.0,4.3,16.5,9.3
13833,41226,10.2,100.0,100.0,0.0,0.0,41.4
13834,41230,23.8,80.2,75.1,8.3,19.8,4.1
13835,41231,30.9,100.0,94.1,5.9,0.0,20.6
13836,41232,34.0,90.4,87.6,2.8,9.6,19.6
13837,41234,25.2,80.5,80.5,0.0,19.5,16.8
13838,41238,22.1,66.6,66.6,0.0,33.4,10.5
13839,41240,26.5,83.2,77.5,7.5,16.8,8.4
13840,41250,36.1,75.4,70.2,5.2,24.6,13.4
13841,41254,25.7,95.6,95.6,0.0,4.4,22.2
13842,41255,45.9,68.8,47.5,21.3,31.2,17.7
13843,41256,21.2,96.7,81.5,15.2,3.3,9.1
13844,41257,21.1,100.0,100.0,0.0,0.0,24.0
13845,41260,40.7,100.0,79.7,20.3,0.0,21.8
13846,41262,46.5,100.0,100.0,0.0,0.0,18.2
13847,41263,16.4,76.8,76.8,0.0,23.2,15.2
13848,41264,5.9,100.0,100.0,0.0,0.0,11.7
13849,41265,26.9,94.7,79.4,17.5,5.3,10.6
13850,41267,38.5,68.3,56.3,12.1,31.7,16.8
13851,41268,59.0,100.0,100.0,0.0,0.0,32.2
13852,41271,37.9,94.3,84.9,9.4,5.7,20.5
13853,41274,46.1,100.0,100.0,0.0,0.0,31.2
13854,41301,40.5,90.1,77.1,15.7,9.9,7.2
13855,41311,40.1,84.2,79.8,6.2,15.8,5.9
13856,41314,45.3,81.7,68.9,15.0,18.3,7.0
13857,41317,22.7,81.8,81.8,0.0,18.2,40.6
13858,41332,40.1,77.7,61.9,15.8,22.3,13.3
13859,41339,37.0,78.9,68.8,12.3,21.1,3.8
13860,41348,29.0,78.7,66.6,12.1,21.3,11.5
13861,41352,29.0,90.2,68.8,22.3,9.8,15.1
13862,41360,70.1,100.0,100.0,0.0,0.0,24.9
13863,41365,21.9,100.0,100.0,0.0,0.0,23.7
13864,41366,0.0,100.0,100.0,0.0,0.0,100.0
13865,41367,17.2,85.1,85.1,0.0,14.9,40.3
13866,41385,39.4,88.4,88.4,6.2,11.6,14.1
13867,41390,80.0,100.0,0.0,100.0,0.0,71.2
13868,41397,0.0,9999999.99,9999999.99,9999999.99,9999999.99,95.0
13869,41408,53.1,87.4,75.6,16.0,12.6,26.1
13870,41421,46.2,100.0,100.0,30.9,0.0,45.6
13871,41425,40.9,87.3,76.9,18.2,12.7,9.2
13872,41464,52.2,55.5,46.0,9.5,44.5,17.1
13873,41465,34.2,80.6,72.2,9.2,19.4,4.3
13874,41472,30.3,81.1,75.3,8.9,18.9,4.3
13875,41501,25.8,84.1,76.0,10.3,15.9,3.3
13876,41503,18.2,82.4,82.4,0.0,17.6,20.7
13877,41512,30.7,64.2,56.8,11.8,35.8,12.4
13878,41513,23.4,43.2,43.2,0.0,56.8,17.1
13879,41514,32.4,70.3,69.7,0.6,29.7,10.2
13880,41517,23.8,9999999.99,9999999.99,9999999.99,9999999.99,50.0
13881,41519,16.0,96.4,91.5,13.2,3.6,11.8
13882,41522,29.2,88.4,81.5,11.6,11.6,6.7
13883,41524,24.6,100.0,100.0,0.0,0.0,16.4
13884,41526,39.3,100.0,100.0,0.0,0.0,60.7
13885,41527,4.6,94.4,94.4,3.5,5.6,10.8
13886,41528,53.7,69.9,69.9,0.0,30.1,8.8
13887,41531,20.9,100.0,87.6,12.4,0.0,20.7
13888,41534,37.5,100.0,100.0,0.0,0.0,28.3
13889,41535,3.8,100.0,100.0,0.0,0.0,23.7
13890,41537,31.6,82.6,79.0,10.0,17.4,6.2
13891,41538,42.1,100.0,100.0,0.0,0.0,85.9
13892,41539,30.9,75.7,66.9,11.6,24.3,11.0
13893,41540,8.0,89.7,73.6,16.1,10.3,24.1
13894,41543,12.9,90.9,90.9,30.3,9.1,25.1
13895,41544,20.5,78.6,72.7,13.0,21.4,11.4
13896,41547,20.3,100.0,100.0,0.0,0.0,38.4
13897,41548,34.0,80.7,80.7,0.0,19.3,15.9
13898,41553,39.8,89.3,89.3,4.7,10.7,13.9
13899,41554,35.7,91.0,82.7,19.2,9.0,16.5
13900,41555,33.8,76.9,76.9,9.2,23.1,22.5
13901,41557,18.3,86.0,80.2,8.5,14.0,8.6
13902,41558,40.8,63.1,63.1,0.0,36.9,17.6
13903,41559,25.5,91.7,91.7,10.0,8.3,15.4
13904,41560,27.2,85.4,85.4,0.0,14.6,51.9
13905,41562,29.5,89.6,80.4,10.4,10.4,10.1
13906,41563,32.1,100.0,100.0,0.0,0.0,12.0
13907,41564,23.9,99.4,92.1,10.0,0.6,16.7
13908,41566,27.9,80.2,80.2,0.0,19.8,15.6
13909,41567,21.4,100.0,100.0,0.0,0.0,37.7
13910,41568,19.7,78.9,78.9,0.0,21.1,28.8
13911,41571,15.0,88.9,85.6,15.7,11.1,18.2
13912,41572,25.6,81.6,75.6,11.3,18.4,5.9
13913,41601,11.7,80.3,79.0,1.3,19.7,2.6
13914,41602,7.7,76.4,72.5,7.7,23.6,19.3
13915,41603,19.6,86.9,83.1,3.7,13.1,11.0
13916,41604,30.1,74.6,74.6,9.9,25.4,33.0
13917,41605,31.5,96.3,96.3,8.8,3.7,34.0
13918,41606,24.0,74.7,74.7,0.0,25.3,19.2
13919,41607,46.4,78.8,47.3,44.1,21.2,30.6
13920,41612,100.0,100.0,0.0,100.0,0.0,73.6
13921,41615,37.2,86.4,77.8,11.3,13.6,34.2
13922,41616,25.0,65.1,65.1,0.0,34.9,15.3
13923,41619,38.5,76.0,76.0,0.0,24.0,22.8
13924,41621,60.5,100.0,100.0,0.0,0.0,36.7
13925,41622,38.6,85.4,68.5,16.9,14.6,22.3
13926,41630,34.7,78.6,62.3,16.3,21.4,14.6
13927,41631,18.5,61.7,48.4,19.4,38.3,13.4
13928,41632,35.1,82.9,67.1,15.8,17.1,14.8
13929,41635,33.5,78.9,65.8,15.5,21.1,10.6
13930,41636,11.1,79.4,74.6,4.8,20.6,7.8
13931,41640,32.3,70.7,70.7,3.7,29.3,17.4
13932,41642,21.5,76.6,72.0,13.1,23.4,25.7
13933,41643,5.7,100.0,100.0,0.0,0.0,12.8
13934,41645,28.7,74.8,66.9,11.1,25.2,19.8
13935,41647,20.7,83.8,77.8,8.0,16.2,13.1
13936,41649,34.3,85.2,80.9,6.3,14.8,13.4
13937,41650,37.1,100.0,100.0,0.0,0.0,22.5
13938,41653,24.0,69.3,65.4,4.6,30.7,4.1
13939,41655,64.3,30.9,30.9,0.0,69.1,19.0
13940,41659,25.2,100.0,81.5,18.5,0.0,30.9
13941,41660,22.7,100.0,100.0,0.0,0.0,27.1
13942,41663,29.1,100.0,78.8,21.2,0.0,25.6
13943,41666,30.4,74.9,73.5,18.7,25.1,19.4
13944,41667,56.1,100.0,82.4,17.6,0.0,24.9
13945,41669,47.5,82.6,76.7,5.8,17.4,11.9
13946,41701,32.8,82.5,76.4,7.9,17.5,4.3
13947,41712,32.7,100.0,100.0,0.0,0.0,25.9
13948,41713,9999999.99,9999999.99,9999999.99,9999999.99,9999999.99,9999999.99
13949,41714,27.8,69.5,40.2,29.3,30.5,28.2
13950,41719,19.4,76.6,72.7,3.8,23.4,13.7
13951,41721,40.7,64.4,63.0,11.0,35.6,13.0
13952,41722,21.3,87.1,86.0,4.9,12.9,15.0
13953,41723,47.0,82.9,76.8,6.1,17.1,17.7
13954,41725,41.0,52.3,52.3,0.0,47.7,51.6
13955,41727,28.6,88.9,77.4,14.1,11.1,14.1
13956,41729,73.8,67.1,67.1,0.0,32.9,46.8
13957,41731,35.1,71.0,59.4,15.1,29.0,15.5
13958,41735,64.2,100.0,53.8,46.2,0.0,31.5
13959,41739,0.0,100.0,100.0,0.0,0.0,53.8
13960,41740,14.8,68.7,67.3,2.4,31.3,14.1
13961,41745,45.8,100.0,100.0,0.0,0.0,53.5
13962,41746,38.1,75.2,75.2,0.0,24.8,15.7
13963,41749,31.2,84.6,81.5,4.2,15.4,7.5
13964,41751,25.0,100.0,80.6,19.4,0.0,25.6
13965,41754,33.3,64.1,64.1,0.0,35.9,30.8
13966,41759,12.0,89.4,89.4,9.9,10.6,18.0
13967,41760,0.0,100.0,100.0,0.0,0.0,100.0
13968,41762,0.0,100.0,100.0,0.0,0.0,36.7
13969,41763,30.1,91.4,85.1,6.3,8.6,9.9
13970,41764,19.3,89.0,89.0,8.1,11.0,12.8
13971,41766,40.7,79.7,68.8,10.9,20.3,20.2
13972,41772,16.7,54.7,54.7,0.0,45.3,34.4
13973,41773,38.5,78.9,65.6,13.6,21.1,11.7
13974,41774,21.1,81.2,80.1,1.1,18.8,8.5
13975,41775,9.7,100.0,100.0,0.0,0.0,62.2
13976,41776,22.0,83.7,79.8,4.0,16.3,16.9
13977,41777,17.0,97.8,91.8,8.6,2.2,14.6
13978,41804,14.0,93.3,83.3,14.4,6.7,10.4
13979,41810,9.3,89.4,89.4,0.0,10.6,21.1
13980,41812,17.4,78.1,78.1,0.0,21.9,13.0
13981,41815,42.3,81.0,81.0,0.0,19.0,38.1
13982,41817,0.0,50.4,50.4,4.1,49.6,40.7
13983,41819,52.1,100.0,78.1,21.9,0.0,30.0
13984,41821,22.7,100.0,100.0,19.3,0.0,25.8
13985,41822,30.6,79.9,76.0,12.6,20.1,11.1
13986,41824,42.9,88.7,87.3,1.3,11.3,18.3
13987,41825,11.5,79.6,70.9,8.7,20.4,14.5
13988,41826,24.1,100.0,100.0,0.0,0.0,18.9
13989,41828,29.6,78.9,78.9,5.2,21.1,18.3
13990,41831,7.3,92.6,92.6,1.7,7.4,10.8
13991,41832,32.4,100.0,100.0,0.0,0.0,25.9
13992,41833,7.3,100.0,100.0,18.8,0.0,15.4
13993,41834,16.9,73.3,62.9,10.4,26.7,18.0
13994,41835,11.3,77.9,71.5,16.3,22.1,12.1
13995,41836,28.3,91.0,73.8,17.2,9.0,15.8
13996,41837,34.2,100.0,100.0,0.0,0.0,27.2
13997,41838,12.7,79.4,69.1,10.3,20.6,39.9
13998,41839,35.1,85.1,79.1,6.0,14.9,15.7
13999,41840,42.7,83.5,82.5,4.4,16.5,11.1
14000,41843,42.0,73.3,73.3,7.6,26.7,23.7
14001,41844,42.7,79.5,76.8,2.7,20.5,14.3
14002,41845,0.0,100.0,100.0,0.0,0.0,57.0
14003,41847,15.1,77.2,77.2,0.0,22.8,16.9
14004,41848,0.0,9999999.99,9999999.99,9999999.99,9999999.99,9999999.99
14005,41849,0.0,22.4,22.4,0.0,77.6,45.1
14006,41855,24.7,80.6,44.0,36.6,19.4,23.7
14007,41858,22.5,87.9,84.7,3.6,12.1,5.2
14008,41859,22.1,87.8,67.6,20.3,12.2,14.6
14009,41861,20.5,94.0,94.0,0.0,6.0,51.2
14010,41862,35.8,88.8,86.9,3.9,11.2,11.2
14011,42001,13.9,85.4,80.6,7.2,14.6,2.4
14012,42003,18.6,77.6,72.6,6.6,22.4,3.0
14013,42020,9.8,94.3,93.4,4.6,5.7,8.5
14014,42021,29.3,60.2,49.4,11.5,39.8,9.8
14015,42022,0.0,9999999.99,9999999.99,9999999.99,9999999.99,60.7
14016,42023,11.5,86.1,83.4,3.6,13.9,3.8
14017,42024,20.7,87.9,81.5,9.2,12.1,8.4
14018,42025,11.5,86.9,83.7,5.8,13.1,2.4
14019,42027,9.1,87.3,83.2,7.4,12.7,10.8
14020,42028,25.3,93.3,93.3,0.0,6.7,19.6
14021,42029,12.5,91.7,87.5,7.2,8.3,4.5
14022,42031,14.5,82.1,78.3,4.4,17.9,7.4
14023,42032,9.1,70.7,70.7,1.1,29.3,11.9
14024,42035,7.6,83.8,81.0,6.4,16.2,8.6
14025,42036,20.3,93.3,88.3,11.3,6.7,13.8
14026,42037,0.0,100.0,100.0,0.0,0.0,9999999.99
14027,42038,14.0,85.6,84.1,2.9,14.4,3.5
14028,42039,10.4,81.9,78.4,5.8,18.1,3.4
14029,42040,6.2,92.9,90.7,6.3,7.1,4.7
14030,42041,22.6,78.2,69.4,12.0,21.8,6.3
14031,43713,10.4,90.6,85.2,5.7,9.4,4.0
14032,43716,12.6,93.7,86.8,8.8,6.3,6.0
14033,43717,32.1,75.7,70.3,8.1,24.3,28.9
14034,43718,9.0,89.8,83.5,6.8,10.2,6.3
14035,43719,16.0,83.8,73.9,14.6,16.2,4.8
14036,43720,26.2,74.1,63.1,14.1,25.9,16.6
14037,43721,0.0,9999999.99,9999999.99,9999999.99,9999999.99,62.2
14038,43722,25.2,93.0,68.7,24.3,7.0,24.9
14039,43723,25.1,81.0,69.2,13.9,19.0,7.4
14040,43724,14.4,89.8,84.0,12.6,10.2,2.9
14041,43725,18.7,84.3,78.3,7.7,15.7,3.2
14042,43727,14.3,89.7,88.2,3.2,10.3,9.4
14043,43728,20.6,75.7,65.6,17.4,24.3,13.5
14044,43730,23.0,83.1,74.4,10.5,16.9,10.2
14045,43731,25.1,83.6,78.4,8.1,16.4,4.6
14046,43732,12.8,90.5,86.4,8.5,9.5,6.7
14047,43733,0.0,0.0,0.0,0.0,100.0,31.1
14048,43734,7.9,93.2,85.0,9.3,6.8,4.5
14049,43735,17.6,44.3,44.3,4.7,55.7,33.1
14050,43736,15.6,60.9,60.9,0.0,39.1,36.4
14051,43738,18.6,78.8,78.8,0.0,21.2,12.7
14052,43739,15.1,92.8,91.2,7.2,7.2,10.6
14053,43740,42.2,86.3,38.9,47.4,13.7,29.3
14054,43746,12.3,90.3,84.5,5.8,9.7,11.0
14055,43747,17.5,85.2,79.8,5.4,14.8,11.4
14056,43748,24.0,77.5,73.9,7.1,22.5,10.3
14057,43749,25.0,87.9,73.8,14.8,12.1,5.9
14058,43750,12.5,100.0,100.0,0.0,0.0,39.1
14059,43754,17.8,88.6,78.3,13.4,11.4,7.4
14060,43755,18.9,84.8,79.6,5.3,15.2,11.2
14061,43756,18.4,81.7,73.7,11.2,18.3,5.5
14062,43758,14.8,90.1,77.4,14.2,9.9,7.5
14063,43759,8.3,89.5,89.5,0.0,10.5,71.2
14064,43760,5.8,89.1,89.1,0.0,10.9,9.4
14065,43761,0.0,9999999.99,9999999.99,9999999.99,9999999.99,58.2
14066,43762,10.2,91.1,88.2,5.9,8.9,4.7
14067,43764,24.2,87.6,78.1,12.6,12.4,5.1
14068,43766,36.4,85.9,78.4,10.3,14.1,13.1
14069,43767,10.8,91.6,90.5,1.8,8.4,5.3
14070,43768,18.1,80.0,74.5,5.5,20.0,11.5
14071,43771,32.7,85.2,80.9,8.7,14.8,10.1
14072,43772,11.4,84.1,73.8,11.1,15.9,5.7
14073,43773,15.2,69.3,67.2,2.9,30.7,5.1
14074,43777,26.7,73.9,60.3,14.2,26.1,6.3
14075,43778,10.4,88.9,80.4,8.7,11.1,7.2
14076,43779,9.1,93.3,91.6,1.7,6.7,7.7
14077,43780,15.5,91.0,84.5,7.0,9.0,7.9
14078,43782,20.9,80.6,74.2,6.3,19.4,10.7
14079,43783,13.7,89.2,87.0,2.2,10.8,5.4
14080,43786,25.0,84.6,69.2,30.8,15.4,49.9
14081,43787,26.4,82.0,74.5,7.6,18.0,7.7
14082,43788,13.8,83.4,82.7,8.9,16.6,19.5
14083,43793,18.0,88.0,80.8,9.7,12.0,4.3
14084,43802,17.6,94.7,86.3,8.4,5.3,10.6
14085,43804,2.4,51.6,47.7,6.8,48.4,10.2
14086,43805,22.2,46.4,46.4,0.0,53.6,100.0
14087,43811,17.7,91.2,79.8,12.4,8.8,14.4
14088,43812,23.2,83.7,73.3,12.7,16.3,2.3
14089,43821,16.2,90.7,83.4,13.3,9.3,3.6
14090,43822,12.5,75.6,71.6,5.2,24.4,2.7
14091,43824,8.6,65.8,64.0,2.3,34.2,4.1
14092,43830,12.0,84.8,80.0,7.1,15.2,3.4
14093,43832,15.8,86.8,80.3,8.2,13.2,4.2
14094,43836,20.3,89.6,87.0,2.6,10.4,44.5
14095,43837,13.4,93.2,88.5,4.7,6.8,6.5
14096,43840,2.2,87.3,86.6,2.1,12.7,1.1
14097,43842,0.0,100.0,100.0,0.0,0.0,31.7
14098,43843,14.3,73.2,70.0,6.7,26.8,5.7
14099,43844,16.5,86.4,82.3,7.9,13.6,5.3
14100,43845,16.2,90.6,81.6,11.2,9.4,4.5
14101,43901,8.1,79.3,75.6,5.3,20.7,4.6
14102,43902,0.0,100.0,100.0,0.0,0.0,29.2
14103,43903,10.0,78.2,76.1,5.6,21.8,4.3
14104,43905,17.2,100.0,57.7,42.3,0.0,48.2
14105,43906,20.4,81.1,74.3,6.9,18.9,3.7
14106,43907,15.2,87.0,82.9,6.3,13.0,5.7
14107,43908,18.0,82.1,78.6,5.0,17.9,6.4
14108,43910,5.2,92.9,90.3,3.6,7.1,1.1
14109,43912,19.3,80.9,72.3,9.9,19.1,4.7
14110,43913,20.5,77.5,75.4,3.7,22.5,12.8
14111,43914,0.0,100.0,0.0,100.0,0.0,100.0
14112,43915,4.6,84.2,79.1,6.1,15.8,3.0
14113,43917,11.0,83.4,73.0,12.7,16.6,3.8
14114,43920,23.8,84.1,76.9,11.4,15.9,2.7
14115,43925,40.2,92.0,92.0,0.0,8.0,54.2
14116,43926,27.1,84.0,72.0,16.0,16.0,20.2
14117,43927,0.0,78.4,78.4,0.0,21.6,62.2
14118,43928,0.0,100.0,100.0,0.0,0.0,40.3
14119,43930,4.5,87.4,85.3,2.1,12.6,2.6
14120,43931,0.0,92.8,92.8,0.0,7.2,27.0
14121,43932,20.0,83.3,81.0,2.3,16.7,11.4
14122,43933,7.9,74.1,69.7,6.2,25.9,10.4
14123,43934,6.3,72.5,72.5,0.0,27.5,32.0
14124,43935,22.3,84.7,73.5,13.8,15.3,4.3
14125,43938,16.3,81.0,75.3,8.3,19.0,4.7
14126,43939,27.1,95.9,79.3,16.5,4.1,11.8
14127,43940,9.5,82.1,82.1,26.4,17.9,22.5
14128,43942,11.6,94.0,86.9,8.2,6.0,4.1
14129,43943,16.9,91.3,81.4,12.0,8.7,5.9
14130,43944,11.1,78.0,71.3,8.8,22.0,2.7
14131,43945,15.5,79.5,73.9,9.5,20.5,7.1
14132,43946,3.5,91.7,90.5,5.6,8.3,8.2
14133,43947,9.9,81.0,77.6,6.7,19.0,5.6
14134,43948,12.0,84.8,75.8,9.0,15.2,6.3
14135,43950,7.7,90.1,83.6,9.4,9.9,2.0
14136,43951,26.8,100.0,100.0,0.0,0.0,36.3
14137,43952,30.1,85.5,76.4,12.4,14.5,4.0
14138,43953,8.9,91.8,89.9,3.2,8.2,3.7
14139,43961,16.3,87.0,83.3,3.7,13.0,15.8
14140,43962,0.0,75.0,75.0,0.0,25.0,18.0
14141,43963,12.4,87.1,77.0,10.1,12.9,5.1
14142,43964,17.0,87.7,82.9,6.5,12.3,3.5
14143,43967,9999999.99,9999999.99,9999999.99,9999999.99,9999999.99,9999999.99
14144,43968,23.7,89.4,81.9,14.7,10.6,4.8
14145,43970,0.0,100.0,100.0,0.0,0.0,82.3
14146,43971,16.6,81.8,71.3,11.5,18.2,6.1
14147,43972,0.0,97.7,97.7,0.0,2.3,33.9
14148,43973,15.2,77.5,69.5,9.1,22.5,6.8
14149,43974,3.0,94.6,89.2,5.4,5.4,73.6
14150,43976,9.5,92.0,89.5,3.9,8.0,4.8
14151,43977,11.5,79.3,76.6,3.0,20.7,7.5
14152,43983,21.6,70.4,63.7,11.9,29.6,18.8
14153,43985,23.4,93.8,87.5,6.3,6.3,22.1
14154,43986,27.1,73.5,60.6,16.7,26.5,10.0
14155,43988,27.4,87.0,77.1,12.5,13.0,7.0
14156,44001,9.0,93.9,88.2,8.0,6.1,2.6
14157,44003,28.1,87.4,70.7,18.8,12.6,10.0
14158,44004,25.8,84.6,75.5,11.9,15.4,2.3
14159,44010,5.0,98.7,98.7,0.0,1.3,11.3
14160,44011,5.0,95.4,92.4,4.9,4.6,2.4
14161,44012,2.7,95.3,94.4,1.8,4.7,1.1
14162,44017,9.9,91.2,88.4,5.3,8.8,2.7
14163,44021,4.5,81.3,79.1,5.1,18.7,3.2
14164,44022,2.2,96.0,95.0,1.9,4.0,1.0
14165,44023,2.5,94.0,93.2,2.4,6.0,1.3
14166,44024,7.2,92.0,89.8,3.8,8.0,1.7
14167,44026,4.2,94.3,91.9,2.8,5.7,1.7
14168,44028,8.5,93.0,91.9,3.8,7.0,2.9
14169,44030,18.8,86.1,78.1,10.1,13.9,2.6
14170,44032,23.1,91.9,86.3,8.6,8.1,8.2
