Zipcode,MedianIncome
ZCTA5 74344,31517.00
ZCTA5 74346,39514.00
ZCTA5 74347,33125.00
ZCTA5 74349,28672.00
ZCTA5 74350,41633.00
ZCTA5 74352,38023.00
ZCTA5 74354,31667.00
ZCTA5 74358,35227.00
ZCTA5 74359,
ZCTA5 74360,45304.00
ZCTA5 74361,39063.00
ZCTA5 74363,44583.00
ZCTA5 74364,34929.00
ZCTA5 74365,30114.00
ZCTA5 74366,17955.00
ZCTA5 74367,22500.00
ZCTA5 74368,40536.00
ZCTA5 74369,36004.00
ZCTA5 74370,31879.00
ZCTA5 74401,43734.00
ZCTA5 74403,41503.00
ZCTA5 74421,43295.00
ZCTA5 74422,37500.00
ZCTA5 74423,35278.00
ZCTA5 74425,36772.00
ZCTA5 74426,50208.00
ZCTA5 74427,43958.00
ZCTA5 74428,55638.00
ZCTA5 74429,39432.00
ZCTA5 74430,35417.00
ZCTA5 74431,36663.00
ZCTA5 74432,50273.00
ZCTA5 74434,36379.00
ZCTA5 74435,45208.00
ZCTA5 74436,39681.00
ZCTA5 74437,29583.00
ZCTA5 74438,42740.00
ZCTA5 74441,53036.00
ZCTA5 74442,50179.00
ZCTA5 74445,31023.00
ZCTA5 74446,33321.00
ZCTA5 74447,41656.00
ZCTA5 74450,40915.00
ZCTA5 74451,48125.00
ZCTA5 74452,42000.00
ZCTA5 74454,24631.00
ZCTA5 74455,29750.00
ZCTA5 74456,21667.00
ZCTA5 74457,21250.00
ZCTA5 74458,35000.00
ZCTA5 74459,22500.00
ZCTA5 74460,36075.00
ZCTA5 74462,24375.00
ZCTA5 74463,33413.00
ZCTA5 74464,38666.00
ZCTA5 74467,25000.00
ZCTA5 74468,41827.00
ZCTA5 74469,39345.00
ZCTA5 74470,41480.00
ZCTA5 74471,36250.00
ZCTA5 74472,
ZCTA5 74477,44479.00
ZCTA5 74501,31250.00
ZCTA5 74521,31563.00
ZCTA5 74522,30787.00
ZCTA5 74523,35592.00
ZCTA5 74525,34286.00
ZCTA5 74528,45417.00
ZCTA5 74530,36125.00
ZCTA5 74531,37188.00
ZCTA5 74533,37083.00
ZCTA5 74534,44018.00
ZCTA5 74535,31151.00
ZCTA5 74536,34630.00
ZCTA5 74538,33333.00
ZCTA5 74540,29219.00
ZCTA5 74543,31591.00
ZCTA5 74546,41049.00
ZCTA5 74547,31875.00
ZCTA5 74549,34922.00
ZCTA5 74552,35875.00
ZCTA5 74553,39492.00
ZCTA5 74554,40577.00
ZCTA5 74555,43750.00
ZCTA5 74556,43194.00
ZCTA5 74557,32115.00
ZCTA5 74558,38472.00
ZCTA5 74560,32063.00
ZCTA5 74561,39306.00
ZCTA5 74562,49962.00
ZCTA5 74563,44044.00
ZCTA5 74565,29318.00
ZCTA5 74567,44000.00
ZCTA5 74569,43125.00
ZCTA5 74570,33205.00
ZCTA5 74571,36369.00
ZCTA5 74572,31184.00
ZCTA5 74574,72500.00
ZCTA5 74576,32188.00
ZCTA5 74577,38789.00
ZCTA5 74578,37174.00
ZCTA5 74601,54350.00
ZCTA5 74604,36563.00
ZCTA5 74630,41051.00
ZCTA5 74631,45938.00
ZCTA5 74632,34583.00
ZCTA5 74633,54000.00
ZCTA5 74636,30938.00
ZCTA5 74637,52500.00
ZCTA5 74640,32431.00
ZCTA5 74641,45556.00
ZCTA5 74643,40179.00
ZCTA5 74644,36953.00
ZCTA5 74646,43529.00
ZCTA5 74647,40729.00
ZCTA5 74650,44135.00
ZCTA5 74651,35682.00
ZCTA5 74652,41554.00
ZCTA5 74653,39139.00
ZCTA5 74701,33929.00
ZCTA5 74720,33750.00
ZCTA5 74722,37679.00
ZCTA5 74723,37596.00
ZCTA5 74724,31336.00
ZCTA5 74726,30129.00
ZCTA5 74727,34858.00
ZCTA5 74728,39536.00
ZCTA5 74729,43702.00
ZCTA5 74730,29577.00
ZCTA5 74731,38040.00
ZCTA5 74733,32115.00
ZCTA5 74734,35234.00
ZCTA5 74735,44653.00
ZCTA5 74736,27222.00
ZCTA5 74738,33000.00
ZCTA5 74740,38875.00
ZCTA5 74741,28403.00
ZCTA5 74743,28832.00
ZCTA5 74745,21250.00
ZCTA5 74747,30724.00
ZCTA5 74748,40893.00
ZCTA5 74750,
ZCTA5 74753,15250.00
ZCTA5 74754,51979.00
ZCTA5 74755,46346.00
ZCTA5 74756,29356.00
ZCTA5 74759,37955.00
ZCTA5 74760,21964.00
ZCTA5 74761,38272.00
ZCTA5 74764,33438.00
ZCTA5 74766,36454.00
ZCTA5 74801,49508.00
ZCTA5 74804,42595.00
ZCTA5 74820,44044.00
ZCTA5 74824,49375.00
ZCTA5 74825,37440.00
ZCTA5 74826,55417.00
ZCTA5 74827,26369.00
ZCTA5 74829,39688.00
ZCTA5 74830,32500.00
ZCTA5 74831,46250.00
ZCTA5 74832,45000.00
ZCTA5 74833,42417.00
ZCTA5 74834,31042.00
ZCTA5 74836,32917.00
ZCTA5 74837,26250.00
ZCTA5 74839,51944.00
ZCTA5 74840,47721.00
ZCTA5 74842,77500.00
ZCTA5 74843,35000.00
ZCTA5 74844,30000.00
ZCTA5 74845,33950.00
ZCTA5 74848,41235.00
ZCTA5 74849,49167.00
ZCTA5 74850,50998.00
ZCTA5 74851,31587.00
ZCTA5 74852,37171.00
ZCTA5 74854,51994.00
ZCTA5 74855,40625.00
ZCTA5 74856,56250.00
ZCTA5 74857,34513.00
ZCTA5 74859,45189.00
ZCTA5 74860,54215.00
ZCTA5 74864,40500.00
ZCTA5 74865,33625.00
ZCTA5 74867,36990.00
ZCTA5 74868,48438.00
ZCTA5 74869,41406.00
ZCTA5 74871,33506.00
ZCTA5 74872,46737.00
ZCTA5 74873,37232.00
ZCTA5 74875,43235.00
ZCTA5 74878,36591.00
ZCTA5 74880,43952.00
ZCTA5 74881,31848.00
ZCTA5 74883,29037.00
ZCTA5 74884,24141.00
ZCTA5 74901,38529.00
ZCTA5 74902,32348.00
ZCTA5 74930,31250.00
ZCTA5 74931,32421.00
ZCTA5 74932,26563.00
ZCTA5 74935,41250.00
ZCTA5 74936,31307.00
ZCTA5 74937,35956.00
ZCTA5 74939,38264.00
ZCTA5 74940,32261.00
ZCTA5 74941,27917.00
ZCTA5 74942,31750.00
ZCTA5 74943,38000.00
ZCTA5 74944,34000.00
ZCTA5 74945,31750.00
ZCTA5 74946,38255.00
ZCTA5 74948,28281.00
ZCTA5 74949,29911.00
ZCTA5 74951,41478.00
ZCTA5 74953,39298.00
ZCTA5 74954,34125.00
ZCTA5 74955,42321.00
ZCTA5 74956,27563.00
ZCTA5 74957,37283.00
ZCTA5 74959,30424.00
ZCTA5 74960,40559.00
ZCTA5 74962,37625.00
ZCTA5 74963,34356.00
ZCTA5 74964,36842.00
ZCTA5 74965,36767.00
ZCTA5 74966,59745.00
ZCTA5 75001,93977.00
ZCTA5 75002,57269.00
ZCTA5 75006,79786.00
ZCTA5 75007,84661.00
ZCTA5 75009,75990.00
ZCTA5 75010,129805.00
ZCTA5 75013,111325.00
ZCTA5 75019,41843.00
ZCTA5 75020,39846.00
ZCTA5 75021,146865.00
ZCTA5 75022,73602.00
ZCTA5 75023,89119.00
ZCTA5 75024,106301.00
ZCTA5 75025,109781.00
ZCTA5 75028,94288.00
ZCTA5 75032,112626.00
ZCTA5 75034,108694.00
ZCTA5 75035,47515.00
ZCTA5 75038,74445.00
ZCTA5 75039,54621.00
ZCTA5 75040,40629.00
ZCTA5 75041,36726.00
ZCTA5 75042,55914.00
ZCTA5 75043,61428.00
ZCTA5 75044,91543.00
ZCTA5 75048,44091.00
ZCTA5 75050,40315.00
ZCTA5 75051,69032.00
ZCTA5 75052,104124.00
ZCTA5 75054,79076.00
ZCTA5 75056,51524.00
ZCTA5 75057,71389.00
ZCTA5 75058,45355.00
ZCTA5 75060,39891.00
ZCTA5 75061,44839.00
ZCTA5 75062,75905.00
ZCTA5 75063,72450.00
ZCTA5 75065,56514.00
ZCTA5 75067,86587.00
ZCTA5 75068,47886.00
ZCTA5 75069,100848.00
ZCTA5 75070,81167.00
ZCTA5 75071,55152.00
ZCTA5 75074,72576.00
ZCTA5 75075,53619.00
ZCTA5 75076,101095.00
ZCTA5 75077,114267.00
ZCTA5 75078,62130.00
ZCTA5 75080,65111.00
ZCTA5 75081,115286.00
ZCTA5 75082,89078.00
ZCTA5 75087,81997.00
ZCTA5 75088,86115.00
ZCTA5 75089,38839.00
ZCTA5 75090,54312.00
ZCTA5 75092,99378.00
ZCTA5 75093,121552.00
ZCTA5 75094,83989.00
ZCTA5 75098,33194.00
ZCTA5 75101,38880.00
ZCTA5 75102,44887.00
ZCTA5 75103,68209.00
ZCTA5 75104,19423.00
ZCTA5 75105,61250.00
ZCTA5 75109,40281.00
ZCTA5 75110,61667.00
ZCTA5 75114,58022.00
ZCTA5 75115,50841.00
ZCTA5 75116,40288.00
ZCTA5 75117,44802.00
ZCTA5 75119,43077.00
ZCTA5 75124,40331.00
ZCTA5 75125,83554.00
ZCTA5 75126,44250.00
ZCTA5 75127,65078.00
ZCTA5 75132,44754.00
ZCTA5 75134,56082.00
ZCTA5 75135,58096.00
ZCTA5 75137,41739.00
ZCTA5 75140,37412.00
ZCTA5 75141,51348.00
ZCTA5 75142,41440.00
ZCTA5 75143,34797.00
ZCTA5 75144,57197.00
ZCTA5 75146,42365.00
ZCTA5 75147,34695.00
ZCTA5 75148,46182.00
ZCTA5 75149,45658.00
ZCTA5 75150,52887.00
ZCTA5 75152,39559.00
ZCTA5 75153,70340.00
ZCTA5 75154,38382.00
ZCTA5 75155,38125.00
ZCTA5 75156,47917.00
ZCTA5 75157,59297.00
ZCTA5 75158,46643.00
ZCTA5 75159,47440.00
ZCTA5 75160,49881.00
ZCTA5 75161,57540.00
ZCTA5 75163,60500.00
ZCTA5 75164,57775.00
ZCTA5 75165,84167.00
ZCTA5 75166,80640.00
ZCTA5 75167,42360.00
ZCTA5 75169,38188.00
ZCTA5 75172,66235.00
ZCTA5 75173,39008.00
ZCTA5 75180,72687.00
ZCTA5 75181,100000.00
ZCTA5 75182,71981.00
ZCTA5 75189,76408.00
ZCTA5 75201,79336.00
ZCTA5 75202,29045.00
ZCTA5 75203,66646.00
ZCTA5 75204,115972.00
ZCTA5 75205,52889.00
ZCTA5 75206,79063.00
ZCTA5 75207,46547.00
ZCTA5 75208,81791.00
ZCTA5 75209,17594.00
ZCTA5 75210,36908.00
ZCTA5 75211,28577.00
ZCTA5 75212,71740.00
ZCTA5 75214,23991.00
ZCTA5 75215,23591.00
ZCTA5 75216,35786.00
ZCTA5 75217,71820.00
ZCTA5 75218,60726.00
ZCTA5 75219,38628.00
ZCTA5 75220,36206.00
ZCTA5 75223,34592.00
ZCTA5 75224,156173.00
ZCTA5 75225,46861.00
ZCTA5 75226,38201.00
ZCTA5 75227,36773.00
ZCTA5 75228,74274.00
ZCTA5 75229,69028.00
ZCTA5 75230,32011.00
ZCTA5 75231,35443.00
ZCTA5 75232,39175.00
ZCTA5 75233,55060.00
ZCTA5 75234,40593.00
ZCTA5 75235,38408.00
ZCTA5 75236,29728.00
ZCTA5 75237,52542.00
ZCTA5 75238,36498.00
ZCTA5 75240,32258.00
ZCTA5 75241,36010.00
ZCTA5 75243,71888.00
ZCTA5 75244,35496.00
ZCTA5 75246,17426.00
ZCTA5 75247,68745.00
ZCTA5 75248,53624.00
ZCTA5 75249,60223.00
ZCTA5 75251,55237.00
ZCTA5 75252,34788.00
ZCTA5 75253,43577.00
ZCTA5 75254,
ZCTA5 75270,47037.00
ZCTA5 75287,
ZCTA5 75390,32414.00
ZCTA5 75401,60344.00
ZCTA5 75402,49306.00
ZCTA5 75407,63991.00
ZCTA5 75409,42337.00
ZCTA5 75410,38889.00
ZCTA5 75411,40714.00
ZCTA5 75412,45000.00
ZCTA5 75413,52256.00
ZCTA5 75414,18542.00
ZCTA5 75415,42670.00
ZCTA5 75416,34130.00
ZCTA5 75417,39815.00
ZCTA5 75418,55714.00
ZCTA5 75420,55833.00
ZCTA5 75421,54292.00
ZCTA5 75422,45184.00
ZCTA5 75423,52007.00
ZCTA5 75424,22409.00
ZCTA5 75426,26521.00
ZCTA5 75428,46106.00
ZCTA5 75431,39531.00
ZCTA5 75432,46354.00
ZCTA5 75433,42760.00
ZCTA5 75435,40714.00
ZCTA5 75436,53821.00
ZCTA5 75437,57321.00
ZCTA5 75438,47841.00
ZCTA5 75439,46494.00
ZCTA5 75440,
ZCTA5 75441,52772.00
ZCTA5 75442,47473.00
ZCTA5 75446,52292.00
ZCTA5 75447,73824.00
ZCTA5 75448,28897.00
ZCTA5 75449,44152.00
ZCTA5 75450,39281.00
ZCTA5 75451,56167.00
ZCTA5 75452,43026.00
ZCTA5 75453,92250.00
ZCTA5 75454,43721.00
ZCTA5 75455,40596.00
ZCTA5 75457,62202.00
ZCTA5 75459,30928.00
ZCTA5 75460,58000.00
ZCTA5 75462,23641.00
ZCTA5 75468,26094.00
ZCTA5 75469,28359.00
ZCTA5 75470,40529.00
ZCTA5 75471,47500.00
ZCTA5 75472,57582.00
ZCTA5 75473,46003.00
ZCTA5 75474,30313.00
ZCTA5 75475,50333.00
ZCTA5 75476,29226.00
ZCTA5 75477,49926.00
ZCTA5 75478,47019.00
ZCTA5 75479,62695.00
ZCTA5 75480,34825.00
ZCTA5 75481,44103.00
ZCTA5 75482,55142.00
ZCTA5 75486,41326.00
ZCTA5 75487,33500.00
ZCTA5 75488,54464.00
ZCTA5 75489,56583.00
ZCTA5 75490,52143.00
ZCTA5 75491,50972.00
ZCTA5 75492,31875.00
ZCTA5 75493,35991.00
ZCTA5 75494,65632.00
ZCTA5 75495,39116.00
ZCTA5 75496,50223.00
ZCTA5 75497,35289.00
ZCTA5 75501,55096.00
ZCTA5 75503,55682.00
ZCTA5 75550,38352.00
ZCTA5 75551,45833.00
ZCTA5 75554,48446.00
ZCTA5 75555,36346.00
ZCTA5 75556,64570.00
ZCTA5 75558,46359.00
ZCTA5 75559,30117.00
ZCTA5 75560,42825.00
ZCTA5 75561,24432.00
ZCTA5 75562,29036.00
ZCTA5 75563,32143.00
ZCTA5 75565,28787.00
ZCTA5 75566,50174.00
ZCTA5 75567,35625.00
ZCTA5 75568,40390.00
ZCTA5 75569,42994.00
ZCTA5 75570,37062.00
ZCTA5 75571,37292.00
ZCTA5 75572,14732.00
ZCTA5 75573,44219.00
ZCTA5 75574,39473.00
ZCTA5 75601,32163.00
ZCTA5 75602,46136.00
ZCTA5 75603,48151.00
ZCTA5 75604,57011.00
ZCTA5 75605,36532.00
ZCTA5 75630,52652.00
ZCTA5 75631,52055.00
ZCTA5 75633,43438.00
ZCTA5 75638,52089.00
ZCTA5 75639,43536.00
ZCTA5 75640,21875.00
ZCTA5 75641,
ZCTA5 75642,47348.00
ZCTA5 75643,39516.00
ZCTA5 75644,59730.00
ZCTA5 75645,46685.00
ZCTA5 75647,63050.00
ZCTA5 75650,49018.00
ZCTA5 75651,42294.00
ZCTA5 75652,48800.00
ZCTA5 75654,42981.00
ZCTA5 75656,32483.00
ZCTA5 75657,32468.00
ZCTA5 75661,49900.00
ZCTA5 75662,48919.00
ZCTA5 75667,26006.00
ZCTA5 75668,58472.00
ZCTA5 75669,31177.00
ZCTA5 75670,48175.00
ZCTA5 75672,38458.00
ZCTA5 75681,41071.00
ZCTA5 75682,38661.00
ZCTA5 75683,44245.00
ZCTA5 75684,38421.00
ZCTA5 75686,49000.00
ZCTA5 75691,50922.00
ZCTA5 75692,56989.00
ZCTA5 75693,42490.00
ZCTA5 75701,30991.00
ZCTA5 75702,52521.00
ZCTA5 75703,36843.00
ZCTA5 75704,42143.00
ZCTA5 75705,42730.00
ZCTA5 75706,53706.00
ZCTA5 75707,39464.00
ZCTA5 75708,54266.00
ZCTA5 75709,41855.00
ZCTA5 75750,35628.00
ZCTA5 75751,39734.00
ZCTA5 75752,43176.00
ZCTA5 75754,45067.00
ZCTA5 75755,45278.00
ZCTA5 75756,53626.00
ZCTA5 75757,45606.00
ZCTA5 75758,17031.00
ZCTA5 75759,54244.00
ZCTA5 75760,66641.00
ZCTA5 75762,40488.00
ZCTA5 75763,31875.00
ZCTA5 75764,54155.00
ZCTA5 75765,35164.00
ZCTA5 75766,49835.00
ZCTA5 75770,56568.00
ZCTA5 75771,43576.00
ZCTA5 75773,42375.00
ZCTA5 75778,39423.00
ZCTA5 75779,41635.00
ZCTA5 75780,41546.00
ZCTA5 75783,35139.00
ZCTA5 75784,41550.00
ZCTA5 75785,56472.00
ZCTA5 75788,51723.00
ZCTA5 75789,41181.00
ZCTA5 75790,69081.00
ZCTA5 75791,36610.00
ZCTA5 75792,41284.00
ZCTA5 75801,43515.00
ZCTA5 75803,54608.00
ZCTA5 75831,
ZCTA5 75832,49813.00
ZCTA5 75833,29451.00
ZCTA5 75835,51090.00
ZCTA5 75838,47125.00
ZCTA5 75839,45921.00
ZCTA5 75840,37031.00
ZCTA5 75844,35492.00
ZCTA5 75845,42281.00
ZCTA5 75846,43077.00
ZCTA5 75847,54583.00
ZCTA5 75848,20556.00
ZCTA5 75849,48566.00
ZCTA5 75850,35357.00
ZCTA5 75851,44531.00
ZCTA5 75852,33893.00
ZCTA5 75853,35878.00
ZCTA5 75855,47321.00
ZCTA5 75856,56500.00
ZCTA5 75858,51838.00
ZCTA5 75859,45697.00
ZCTA5 75860,55398.00
ZCTA5 75861,35223.00
ZCTA5 75862,44887.00
ZCTA5 75901,40539.00
ZCTA5 75904,32971.00
ZCTA5 75925,38917.00
ZCTA5 75926,20208.00
ZCTA5 75928,30030.00
ZCTA5 75929,25875.00
ZCTA5 75930,51125.00
ZCTA5 75931,41758.00
ZCTA5 75932,43226.00
ZCTA5 75933,10938.00
ZCTA5 75934,36647.00
ZCTA5 75935,48438.00
ZCTA5 75936,43438.00
ZCTA5 75937,44712.00
ZCTA5 75938,40581.00
ZCTA5 75939,48367.00
ZCTA5 75941,43750.00
ZCTA5 75942,52917.00
ZCTA5 75943,43371.00
ZCTA5 75944,42424.00
ZCTA5 75946,34807.00
ZCTA5 75948,38806.00
ZCTA5 75949,32580.00
ZCTA5 75951,36992.00
ZCTA5 75954,41958.00
ZCTA5 75956,28507.00
ZCTA5 75959,38654.00
ZCTA5 75960,31330.00
ZCTA5 75961,
ZCTA5 75962,36815.00
ZCTA5 75964,41902.00
ZCTA5 75965,30744.00
ZCTA5 75966,34453.00
ZCTA5 75968,45716.00
ZCTA5 75969,30469.00
ZCTA5 75972,42401.00
ZCTA5 75973,33605.00
ZCTA5 75974,35422.00
ZCTA5 75975,25515.00
ZCTA5 75976,31023.00
ZCTA5 75977,116500.00
ZCTA5 75978,39282.00
ZCTA5 75979,38477.00
ZCTA5 75980,77243.00
ZCTA5 76001,81856.00
ZCTA5 76002,42361.00
ZCTA5 76006,104215.00
ZCTA5 76008,51372.00
ZCTA5 76009,31287.00
ZCTA5 76010,34403.00
ZCTA5 76011,57602.00
ZCTA5 76012,46882.00
ZCTA5 76013,46358.00
ZCTA5 76014,47698.00
ZCTA5 76015,85006.00
ZCTA5 76016,67452.00
ZCTA5 76017,62823.00
ZCTA5 76018,56972.00
ZCTA5 76020,63143.00
ZCTA5 76021,50797.00
ZCTA5 76022,54280.00
ZCTA5 76023,71394.00
ZCTA5 76028,50420.00
ZCTA5 76031,52280.00
ZCTA5 76033,151169.00
ZCTA5 76034,82188.00
ZCTA5 76035,65500.00
ZCTA5 76036,60320.00
ZCTA5 76039,46464.00
ZCTA5 76040,49946.00
ZCTA5 76041,51690.00
ZCTA5 76043,63409.00
ZCTA5 76044,46931.00
ZCTA5 76048,61408.00
ZCTA5 76049,62545.00
ZCTA5 76050,75764.00
ZCTA5 76051,103297.00
ZCTA5 76052,48299.00
ZCTA5 76053,93962.00
ZCTA5 76054,42963.00
ZCTA5 76055,57763.00
ZCTA5 76058,31128.00
ZCTA5 76059,76598.00
ZCTA5 76060,
ZCTA5 76061,86907.00
ZCTA5 76063,85625.00
ZCTA5 76064,82618.00
ZCTA5 76065,73980.00
ZCTA5 76066,39225.00
ZCTA5 76067,55848.00
ZCTA5 76070,67981.00
ZCTA5 76071,56514.00
ZCTA5 76073,30121.00
ZCTA5 76077,64075.00
ZCTA5 76078,55750.00
ZCTA5 76082,51560.00
ZCTA5 76084,60118.00
ZCTA5 76085,50614.00
ZCTA5 76086,75508.00
ZCTA5 76087,60800.00
ZCTA5 76088,170975.00
ZCTA5 76092,63864.00
ZCTA5 76093,51384.00
ZCTA5 76102,36417.00
ZCTA5 76103,21035.00
ZCTA5 76104,25692.00
ZCTA5 76105,33804.00
ZCTA5 76106,55490.00
ZCTA5 76107,57890.00
ZCTA5 76108,61101.00
ZCTA5 76109,40278.00
ZCTA5 76110,39801.00
ZCTA5 76111,36471.00
ZCTA5 76112,37982.00
ZCTA5 76114,29702.00
ZCTA5 76115,42207.00
ZCTA5 76116,41331.00
ZCTA5 76117,60714.00
ZCTA5 76118,28686.00
ZCTA5 76119,40264.00
ZCTA5 76120,82796.00
ZCTA5 76123,74826.00
ZCTA5 76126,66111.00
ZCTA5 76127,
ZCTA5 76129,75973.00
ZCTA5 76131,50139.00
ZCTA5 76132,51849.00
ZCTA5 76133,48613.00
ZCTA5 76134,51169.00
ZCTA5 76135,67109.00
ZCTA5 76137,52307.00
ZCTA5 76140,61744.00
ZCTA5 76148,43644.00
ZCTA5 76155,34526.00
ZCTA5 76164,83244.00
ZCTA5 76177,75724.00
ZCTA5 76179,52318.00
ZCTA5 76180,83492.00
ZCTA5 76182,23252.00
ZCTA5 76201,42390.00
ZCTA5 76205,59907.00
ZCTA5 76207,70126.00
ZCTA5 76208,47675.00
ZCTA5 76209,79472.00
ZCTA5 76210,63700.00
ZCTA5 76225,117138.00
ZCTA5 76226,79709.00
ZCTA5 76227,45333.00
ZCTA5 76228,44883.00
ZCTA5 76230,64107.00
ZCTA5 76233,56321.00
ZCTA5 76234,60833.00
ZCTA5 76238,55568.00
ZCTA5 76239,48504.00
ZCTA5 76240,94599.00
ZCTA5 76244,34444.00
ZCTA5 76245,79651.00
ZCTA5 76247,111552.00
ZCTA5 76248,78247.00
ZCTA5 76249,86250.00
ZCTA5 76250,50357.00
ZCTA5 76251,64750.00
ZCTA5 76252,40000.00
ZCTA5 76253,41571.00
ZCTA5 76255,61308.00
ZCTA5 76258,76713.00
ZCTA5 76259,66250.00
ZCTA5 76261,90181.00
ZCTA5 76262,69306.00
ZCTA5 76263,47708.00
ZCTA5 76264,46615.00
ZCTA5 76265,65438.00
ZCTA5 76266,52143.00
ZCTA5 76268,55256.00
ZCTA5 76270,49342.00
ZCTA5 76271,52930.00
ZCTA5 76272,47347.00
ZCTA5 76273,30880.00
ZCTA5 76301,44320.00
ZCTA5 76302,52766.00
ZCTA5 76305,42315.00
ZCTA5 76306,46522.00
ZCTA5 76308,44312.00
ZCTA5 76309,62142.00
ZCTA5 76310,58137.00
ZCTA5 76311,40815.00
ZCTA5 76351,50507.00
ZCTA5 76354,38214.00
ZCTA5 76357,42460.00
ZCTA5 76360,24286.00
ZCTA5 76363,57500.00
ZCTA5 76364,50658.00
ZCTA5 76365,57450.00
ZCTA5 76366,50867.00
ZCTA5 76367,43304.00
ZCTA5 76370,34583.00
ZCTA5 76371,36000.00
ZCTA5 76372,45682.00
ZCTA5 76373,28827.00
ZCTA5 76374,44500.00
ZCTA5 76377,52115.00
ZCTA5 76379,33328.00
ZCTA5 76380,41557.00
ZCTA5 76384,33672.00
ZCTA5 76388,59091.00
ZCTA5 76389,37520.00
ZCTA5 76401,
ZCTA5 76402,42743.00
ZCTA5 76424,51911.00
ZCTA5 76426,34012.00
ZCTA5 76427,98438.00
ZCTA5 76429,52357.00
ZCTA5 76430,51042.00
ZCTA5 76431,40000.00
ZCTA5 76432,61579.00
ZCTA5 76433,33533.00
ZCTA5 76435,50417.00
ZCTA5 76436,37964.00
ZCTA5 76437,34473.00
ZCTA5 76442,36250.00
ZCTA5 76443,36192.00
ZCTA5 76444,46442.00
ZCTA5 76445,41703.00
ZCTA5 76446,36911.00
ZCTA5 76448,47115.00
ZCTA5 76449,48231.00
ZCTA5 76450,66250.00
ZCTA5 76452,50526.00
ZCTA5 76453,35114.00
ZCTA5 76454,44655.00
ZCTA5 76455,50231.00
ZCTA5 76457,42788.00
ZCTA5 76458,36827.00
ZCTA5 76459,97639.00
ZCTA5 76460,62434.00
ZCTA5 76462,32045.00
ZCTA5 76463,45114.00
ZCTA5 76464,31303.00
ZCTA5 76466,27083.00
ZCTA5 76469,32795.00
ZCTA5 76470,32250.00
ZCTA5 76471,47679.00
ZCTA5 76472,57188.00
ZCTA5 76474,43438.00
ZCTA5 76475,58462.00
ZCTA5 76476,31105.00
ZCTA5 76481,38661.00
ZCTA5 76483,40588.00
ZCTA5 76484,56250.00
ZCTA5 76486,53674.00
ZCTA5 76487,108676.00
ZCTA5 76490,39792.00
ZCTA5 76491,40164.00
ZCTA5 76501,62847.00
ZCTA5 76502,37758.00
ZCTA5 76504,
ZCTA5 76508,41083.00
ZCTA5 76511,57604.00
ZCTA5 76513,34167.00
ZCTA5 76518,31591.00
ZCTA5 76519,37306.00
ZCTA5 76520,53945.00
ZCTA5 76522,
ZCTA5 76523,47237.00
ZCTA5 76524,45455.00
ZCTA5 76525,47214.00
ZCTA5 76527,48091.00
ZCTA5 76528,52563.00
ZCTA5 76530,40723.00
ZCTA5 76531,38448.00
ZCTA5 76534,53318.00
ZCTA5 76537,46548.00
ZCTA5 76538,59155.00
ZCTA5 76539,29768.00
ZCTA5 76541,59946.00
ZCTA5 76542,40354.00
ZCTA5 76543,42741.00
ZCTA5 76544,64437.00
ZCTA5 76548,52671.00
ZCTA5 76549,43478.00
ZCTA5 76550,45921.00
ZCTA5 76554,40212.00
ZCTA5 76556,43193.00
ZCTA5 76557,49153.00
ZCTA5 76559,44432.00
ZCTA5 76561,
ZCTA5 76565,35938.00
ZCTA5 76566,33845.00
ZCTA5 76567,60921.00
ZCTA5 76569,36012.00
ZCTA5 76570,82957.00
ZCTA5 76571,31125.00
ZCTA5 76573,47854.00
ZCTA5 76574,48125.00
ZCTA5 76577,57589.00
ZCTA5 76578,58780.00
ZCTA5 76579,
ZCTA5 76596,
ZCTA5 76597,
ZCTA5 76598,
ZCTA5 76599,55938.00
ZCTA5 76621,54500.00
ZCTA5 76622,38750.00
ZCTA5 76623,55250.00
ZCTA5 76624,50509.00
ZCTA5 76626,39375.00
ZCTA5 76627,18750.00
ZCTA5 76628,49453.00
ZCTA5 76629,44324.00
ZCTA5 76630,72863.00
ZCTA5 76631,33269.00
ZCTA5 76632,66161.00
ZCTA5 76633,48731.00
ZCTA5 76634,27885.00
ZCTA5 76635,46522.00
ZCTA5 76636,43250.00
ZCTA5 76637,76907.00
ZCTA5 76638,37368.00
ZCTA5 76639,33813.00
ZCTA5 76640,42067.00
ZCTA5 76641,42500.00
ZCTA5 76642,70300.00
ZCTA5 76643,33543.00
ZCTA5 76645,39833.00
ZCTA5 76648,39750.00
ZCTA5 76649,52250.00
ZCTA5 76650,44324.00
ZCTA5 76651,34375.00
ZCTA5 76652,55485.00
ZCTA5 76653,58173.00
ZCTA5 76654,77042.00
ZCTA5 76655,44276.00
ZCTA5 76656,57061.00
ZCTA5 76657,48750.00
ZCTA5 76660,28452.00
ZCTA5 76661,40703.00
ZCTA5 76664,42102.00
ZCTA5 76665,34375.00
ZCTA5 76666,37717.00
ZCTA5 76667,46875.00
ZCTA5 76670,49464.00
ZCTA5 76671,46439.00
ZCTA5 76673,44773.00
ZCTA5 76676,19643.00
ZCTA5 76678,37466.00
ZCTA5 76679,51923.00
ZCTA5 76680,31667.00
ZCTA5 76681,43293.00
ZCTA5 76682,
ZCTA5 76685,46875.00
ZCTA5 76686,48008.00
